,id,date,price,floors,zipcode
0,7129300520,2014-10-13,221900.0,1.0,98178
1,6414100192,2014-12-09,538000.0,2.0,98125
2,5631500400,2015-02-25,180000.0,1.0,98028
3,2487200875,2014-12-09,604000.0,1.0,98136
4,1954400510,2015-02-18,510000.0,1.0,98074
5,7237550310,2014-05-12,1225000.0,1.0,98053
6,1321400060,2014-06-27,257500.0,2.0,98003
7,2008000270,2015-01-15,291850.0,1.0,98198
8,2414600126,2015-04-15,229500.0,1.0,98146
9,3793500160,2015-03-12,323000.0,2.0,98038
10,1736800520,2015-04-03,662500.0,1.0,98007
11,9212900260,2014-05-27,468000.0,1.0,98115
12,114101516,2014-05-28,310000.0,1.5,98028
13,6054650070,2014-10-07,400000.0,1.0,98074
14,1175000570,2015-03-12,530000.0,1.5,98107
15,9297300055,2015-01-24,650000.0,2.0,98126
16,1875500060,2014-07-31,395000.0,2.0,98019
17,6865200140,2014-05-29,485000.0,1.5,98103
18,16000397,2014-12-05,189000.0,1.0,98002
19,7983200060,2015-04-24,230000.0,1.0,98003
20,6300500875,2014-05-14,385000.0,1.0,98133
21,2524049179,2014-08-26,2000000.0,1.0,98040
22,7137970340,2014-07-03,285000.0,2.0,98092
23,8091400200,2014-05-16,252700.0,1.0,98030
24,3814700200,2014-11-20,329000.0,2.0,98030
25,1202000200,2014-11-03,233000.0,1.5,98002
26,1794500383,2014-06-26,937000.0,2.0,98119
27,3303700376,2014-12-01,667000.0,1.5,98112
28,5101402488,2014-06-24,438000.0,1.0,98115
29,1873100390,2015-03-02,719000.0,2.0,98052
30,8562750320,2014-11-10,580500.0,2.0,98027
31,2426039314,2014-12-01,280000.0,3.0,98133
32,461000390,2014-06-24,687500.0,1.5,98117
33,7589200193,2014-11-10,535000.0,1.5,98117
34,7955080270,2014-12-03,322500.0,1.0,98058
35,9547205180,2014-06-13,696000.0,1.5,98115
36,9435300030,2014-05-28,550000.0,1.0,98052
37,2768000400,2014-12-30,640000.0,2.0,98107
38,7895500070,2015-02-13,240000.0,1.0,98001
39,2078500320,2014-06-20,605000.0,2.0,98056
40,5547700270,2014-07-15,625000.0,2.0,98074
41,7766200013,2014-08-11,775000.0,1.0,98166
42,7203220400,2014-07-07,861990.0,2.0,98053
43,9270200160,2014-10-28,685000.0,2.0,98119
44,1432701230,2014-07-29,309000.0,1.0,98058
45,8035350320,2014-07-18,488000.0,2.0,98019
46,8945200830,2015-03-25,210490.0,1.0,98023
47,4178300310,2014-07-16,785000.0,2.0,98007
48,9215400105,2015-04-28,450000.0,1.0,98115
49,822039084,2015-03-11,1350000.0,1.0,98070
50,5245600105,2014-09-16,228000.0,1.0,98148
51,7231300125,2015-02-17,345000.0,1.0,98056
52,7518505990,2014-12-31,600000.0,1.0,98117
53,3626039271,2015-02-05,585000.0,1.0,98117
54,4217401195,2015-03-03,920000.0,1.5,98105
55,9822700295,2014-05-12,885000.0,2.0,98105
56,9478500640,2014-08-19,292500.0,2.0,98042
57,2799800710,2015-04-07,301000.0,2.0,98042
58,7922800400,2014-08-27,951000.0,2.0,98008
59,8079040320,2015-02-23,430000.0,2.0,98059
60,1516000055,2014-12-10,650000.0,1.0,98166
61,9558200045,2014-08-28,289000.0,1.0,98148
62,5072410070,2014-10-21,505000.0,2.0,98166
63,9528102996,2014-12-07,549000.0,3.0,98115
64,1189001180,2014-06-03,425000.0,1.0,98122
65,3253500160,2014-11-20,317625.0,1.5,98144
66,3394100030,2014-09-09,975000.0,2.0,98004
67,3717000160,2014-10-09,287000.0,2.0,98001
68,1274500060,2014-08-25,204000.0,1.0,98042
69,1802000060,2014-06-12,1325000.0,1.0,98004
70,1525059190,2014-09-12,1040000.0,1.0,98005
71,1049000060,2015-01-05,325000.0,1.0,98034
72,8820901275,2014-06-10,571000.0,1.5,98125
73,5416510140,2014-07-10,360000.0,2.0,98038
74,3444100400,2015-03-16,349000.0,1.0,98042
75,3276920270,2014-11-05,832500.0,2.0,98075
76,4036801170,2014-10-13,380000.0,1.0,98008
77,2391600320,2015-04-20,480000.0,1.0,98116
78,6300000287,2014-06-09,410000.0,1.0,98133
79,1531000030,2015-03-23,720000.0,2.0,98010
80,5104520400,2014-12-02,390000.0,2.0,98038
81,7437100340,2014-12-22,360000.0,2.0,98038
82,9418400240,2014-10-28,355000.0,1.0,98118
83,1523059105,2015-01-28,356000.0,1.0,98059
84,1133000671,2014-06-02,315000.0,1.0,98125
85,4232902595,2014-11-14,940000.0,2.0,98119
86,2599001200,2014-11-03,305000.0,1.5,98092
87,3342103156,2014-06-18,461000.0,2.0,98056
88,1332700270,2014-05-19,215000.0,2.0,98056
89,3869900162,2014-09-04,335000.0,2.0,98136
90,2791500270,2014-05-22,243500.0,2.0,98023
91,5036300431,2015-03-11,1099880.0,2.0,98199
92,4168000060,2015-02-26,153000.0,1.0,98023
93,6021501535,2014-07-25,430000.0,1.0,98117
94,6021501535,2014-12-23,700000.0,1.0,98117
95,1483300570,2014-09-08,905000.0,1.0,98040
96,3422049190,2015-03-30,247500.0,1.0,98032
97,1099611230,2014-09-12,199000.0,1.0,98023
98,722079104,2014-07-11,314000.0,1.0,98038
99,7338200240,2014-05-16,437500.0,2.0,98045
100,1952200240,2014-06-11,850830.0,1.5,98102
101,5200100125,2014-10-27,555000.0,1.5,98117
102,7214720075,2014-12-12,699950.0,2.0,98077
103,2450000295,2014-10-07,1088000.0,2.0,98004
104,6197800045,2014-09-24,290000.0,1.0,98058
105,1328310370,2015-04-02,375000.0,1.0,98058
106,546000875,2014-05-23,460000.0,1.5,98117
107,3530510041,2014-07-23,188500.0,1.0,98198
108,1853000400,2015-03-05,680000.0,2.0,98077
109,3134100116,2014-08-27,470000.0,2.0,98052
110,9545230140,2014-07-25,597750.0,2.0,98027
111,3362400511,2015-03-04,570000.0,1.0,98103
112,2525310310,2014-09-16,272500.0,1.0,98038
113,6126500060,2014-11-24,329950.0,1.0,98108
114,8961960160,2014-10-28,480000.0,2.0,98001
115,3626039325,2014-11-21,740500.0,2.0,98117
116,3362400431,2014-06-26,518500.0,3.0,98103
117,4060000240,2014-06-23,205425.0,1.0,98178
118,3454800060,2015-01-08,171800.0,1.0,98168
119,1695900060,2015-05-11,535000.0,1.5,98144
120,7278700070,2015-01-02,660000.0,1.0,98177
121,6675500070,2014-11-19,391500.0,1.0,98034
122,3626039187,2015-04-06,395000.0,1.0,98117
123,3524049083,2014-11-04,445000.0,1.5,98118
124,3275860240,2014-06-18,770000.0,2.0,98052
125,4389200955,2015-03-02,1450000.0,1.5,98004
126,4058801670,2014-07-17,445000.0,1.0,98178
127,8732020310,2014-07-17,260000.0,1.0,98023
128,2331300505,2014-06-13,822500.0,2.0,98103
129,7853210060,2015-04-06,430000.0,2.0,98065
130,3668000070,2015-01-05,212000.0,1.0,98092
131,9545240070,2015-04-28,660500.0,1.0,98027
132,1243100136,2014-06-12,784000.0,1.5,98052
133,8929000270,2014-05-12,453246.0,2.0,98029
134,2767602356,2015-01-26,675000.0,3.0,98107
135,921049315,2014-08-13,199000.0,1.0,98003
136,3655000070,2014-08-05,220000.0,1.0,98003
137,4027700812,2014-05-29,452000.0,1.0,98028
138,3992700335,2014-07-07,382500.0,1.0,98125
139,2767603505,2014-05-07,519950.0,3.0,98107
140,4232901525,2014-06-27,665000.0,1.0,98119
141,1777500060,2014-07-08,527700.0,1.0,98006
142,1432900240,2015-05-08,205000.0,1.0,98058
143,6140100875,2015-04-15,420000.0,1.0,98133
144,6071600370,2015-02-27,500000.0,1.0,98006
145,1526069017,2014-12-03,921500.0,2.0,98077
146,809001525,2014-06-25,890000.0,2.0,98109
147,3224079105,2014-08-06,430000.0,2.0,98027
148,8075400570,2014-10-30,258000.0,1.0,98032
149,1994200024,2014-11-04,511000.0,1.0,98103
150,3362900810,2014-08-20,532170.0,2.0,98103
151,1324300398,2015-04-09,560000.0,1.5,98107
152,537000445,2015-03-31,282950.0,1.0,98003
153,7855801670,2015-04-01,2250000.0,2.0,98006
154,7920100045,2014-05-16,350000.0,1.0,98115
155,8960000030,2014-07-28,215000.0,1.0,98058
156,6388930390,2014-11-20,650000.0,2.0,98056
157,8731900200,2014-08-07,320000.0,1.0,98023
158,8029200135,2014-11-13,247000.0,1.5,98022
159,1081200350,2014-10-03,320000.0,1.0,98059
160,84000105,2014-05-07,255000.0,1.0,98146
161,3756500060,2015-03-09,438000.0,1.0,98034
162,7215720160,2015-03-04,900000.0,2.0,98075
163,3574800520,2014-06-20,441000.0,1.0,98034
164,2617300160,2014-08-12,420000.0,1.0,98027
165,2558660270,2014-12-08,370000.0,1.0,98034
166,2009000370,2015-02-19,269950.0,1.0,98198
167,1836980160,2015-03-24,807100.0,2.0,98006
168,3261020370,2014-06-05,653000.0,1.0,98034
169,1755700060,2014-06-11,371500.0,1.0,98133
170,4330600435,2015-03-16,284000.0,1.0,98166
171,9542800700,2015-01-02,272000.0,1.0,98023
172,1999700045,2014-05-02,313000.0,1.5,98133
173,1762600070,2015-01-16,917500.0,2.0,98033
174,1687900520,2014-09-29,673000.0,2.0,98006
175,7234600798,2015-02-10,425000.0,2.0,98122
176,3881900445,2014-07-09,399950.0,1.0,98144
177,2254502445,2014-05-30,385000.0,1.0,98122
178,5437810320,2014-11-17,269950.0,1.0,98022
179,9158100075,2015-01-07,330000.0,1.0,98177
180,3830630310,2014-07-25,260000.0,2.0,98030
181,8123100045,2015-04-14,470000.0,1.5,98126
182,3127200041,2014-06-13,589000.0,2.0,98034
183,6661200320,2014-07-23,163500.0,2.0,98038
184,11510310,2014-09-05,835000.0,2.0,98052
185,825059270,2014-11-21,1095000.0,1.0,98033
186,8731951370,2015-04-15,269000.0,1.0,98023
187,1954440060,2014-05-05,560000.0,2.0,98074
188,2264500350,2015-04-18,615000.0,1.5,98103
189,1115810060,2014-12-05,585188.0,1.0,98052
190,9477200200,2014-08-18,305000.0,1.0,98034
191,1432600560,2014-11-05,166950.0,1.0,98058
192,2287000060,2014-09-12,799000.0,1.0,98040
193,3663500060,2014-06-25,400000.0,1.0,98133
194,3996900125,2014-12-01,230000.0,1.0,98155
195,7796450200,2014-05-15,256883.0,2.0,98023
196,7549802535,2014-11-11,423000.0,1.5,98108
197,3278600320,2014-07-23,465000.0,2.0,98126
198,2824079053,2015-01-13,440000.0,2.0,98024
199,1222069094,2014-10-14,385000.0,1.0,98038
200,3542300060,2015-03-11,210000.0,1.0,98056
201,2222059065,2014-11-12,297000.0,2.0,98042
202,7551300060,2014-07-16,470000.0,1.0,98107
203,100600550,2014-08-04,226500.0,1.0,98023
204,3211100860,2015-03-03,274250.0,1.0,98059
205,3456000310,2014-08-04,840000.0,1.0,98040
206,9526600140,2014-09-19,677900.0,2.0,98052
207,7465900060,2015-02-05,425000.0,1.0,98116
208,1222000055,2014-11-23,180250.0,1.0,98166
209,6300000550,2014-07-17,464000.0,2.0,98133
210,2310030510,2015-04-22,320000.0,2.0,98038
211,1025049114,2014-07-17,625504.0,2.0,98105
212,8677300550,2014-05-15,592500.0,1.0,98074
213,4014400292,2015-01-14,465000.0,2.0,98001
214,1102000196,2014-05-27,477000.0,2.0,98118
215,257000138,2015-01-15,280000.0,1.0,98168
216,46100204,2015-02-21,1505000.0,1.0,98040
217,1909600046,2014-07-03,445838.0,2.0,98146
218,1250202145,2014-08-28,1072000.0,1.0,98144
219,7611200125,2014-10-23,467000.0,1.0,98177
220,5611500140,2014-08-22,686000.0,2.0,98075
221,7138000260,2014-06-05,279950.0,1.0,98198
222,626059335,2014-09-04,527000.0,2.0,98011
223,1922059282,2014-09-18,325000.0,1.0,98030
224,705700390,2014-09-03,328000.0,2.0,98038
225,7454001200,2014-06-04,390000.0,1.0,98146
226,8682281200,2015-03-09,479950.0,1.0,98053
227,7972000200,2014-05-29,264950.0,1.0,98023
228,722059070,2015-01-15,235000.0,1.0,98031
229,7202340400,2015-03-03,516500.0,2.0,98053
230,8096000060,2015-04-13,655000.0,2.0,98166
231,2424000060,2014-06-16,500000.0,1.0,98059
232,9264902050,2014-11-21,315000.0,1.0,98023
233,943100260,2014-11-20,213000.0,1.0,98024
234,3677400445,2014-09-02,475000.0,1.5,98108
235,1762600320,2014-06-10,1025000.0,2.0,98033
236,4058000060,2015-04-09,416000.0,1.0,98010
237,7228500560,2015-03-20,410000.0,1.5,98122
238,326069104,2014-07-01,800000.0,2.0,98077
239,5152100060,2014-05-29,472000.0,1.0,98003
240,3584000310,2014-12-08,225000.0,1.0,98003
241,8150100045,2014-10-01,210000.0,1.0,98126
242,1868901275,2015-01-27,455000.0,1.5,98115
243,6131600075,2015-04-27,225000.0,1.0,98002
244,9468200125,2014-08-26,480000.0,1.0,98103
245,8029510030,2015-02-12,363000.0,2.0,98023
246,2025069065,2014-09-29,2400000.0,1.0,98074
247,7899800890,2015-02-26,181000.0,1.0,98106
248,3021059276,2015-03-14,250000.0,1.0,98002
249,3797001895,2015-04-22,481000.0,1.0,98103
250,3832710960,2014-09-23,260000.0,1.0,98032
251,1310430400,2014-05-13,455000.0,2.0,98058
252,1422300030,2015-04-01,415000.0,2.0,98045
253,1105000588,2015-04-21,349500.0,1.0,98118
254,3830630060,2014-09-29,245000.0,2.0,98030
255,5101404898,2014-05-19,592500.0,1.5,98115
256,7972601890,2014-10-20,385000.0,1.0,98106
257,5127001620,2015-02-11,315000.0,1.0,98059
258,9407100800,2014-11-24,255000.0,1.0,98045
259,1873100060,2014-08-29,693000.0,2.0,98052
260,8722101360,2014-12-02,780000.0,1.5,98112
261,8644000060,2014-10-24,237000.0,1.0,98198
262,3325069129,2014-12-16,525000.0,2.0,98074
263,1400300055,2015-04-28,425000.0,1.0,98144
264,2123039032,2014-10-27,369900.0,1.0,98070
265,8078560140,2014-05-19,290000.0,2.0,98031
266,3438500192,2014-09-29,285000.0,1.0,98106
267,7974200510,2014-08-14,415000.0,1.0,98115
268,2557000400,2015-04-09,272500.0,1.0,98023
269,7960900060,2015-05-04,2900000.0,1.5,98004
270,4054500390,2014-10-07,1365000.0,2.0,98077
271,6378500125,2015-05-01,436000.0,1.0,98133
272,1745100140,2014-10-17,210000.0,1.0,98003
273,2976800796,2014-09-25,236000.0,1.0,98178
274,4235400186,2014-11-24,331000.0,1.0,98199
275,4215100060,2015-03-20,365000.0,2.0,98031
276,9189700045,2015-01-27,450000.0,1.0,98058
277,1126049053,2014-11-13,770000.0,2.0,98028
278,2022069200,2015-05-05,455000.0,1.0,98038
279,9412900055,2015-05-05,405000.0,1.0,98118
280,1722059235,2014-07-03,304900.0,1.0,98031
281,6874200960,2015-02-27,170000.0,1.0,98178
282,7424700045,2015-05-13,2050000.0,2.0,98122
283,7202360350,2014-06-30,780000.0,2.0,98053
284,5634500392,2015-04-10,330000.0,1.0,98028
285,1509500060,2014-09-05,370000.0,2.0,98030
286,7214810350,2014-10-17,467000.0,1.0,98072
287,6647200060,2015-02-09,405000.0,1.0,98034
288,9552700140,2014-07-02,675000.0,1.0,98006
289,2200500350,2014-08-12,500000.0,1.0,98006
290,6113400046,2014-07-23,389999.0,2.0,98166
291,6619910140,2015-02-24,630000.0,1.0,98034
292,1115450240,2014-10-22,360000.0,2.0,98001
293,6073240060,2014-10-02,580000.0,2.0,98056
294,9297300045,2014-07-09,550000.0,2.0,98126
295,9510920070,2014-07-10,879000.0,2.0,98075
296,5468730030,2014-08-22,265000.0,1.0,98042
297,8079030390,2015-03-04,446500.0,2.0,98059
298,600000152,2014-06-02,404000.0,1.0,98108
299,1840000030,2014-05-29,267500.0,1.0,98188
300,3225069065,2014-06-24,3075000.0,1.0,98074
